영화평점,영화감상평
7,삶은 아쉬울때가 많습니다 영화의 화끈함과 오싹함을 기대해서 찐~ 하게 아쉽습니다ㅋㅋ 역시 광고와 기사들은 믿으면 안됩니다ㅋㅋ 저는 이 영화가 살짝 슬플정도의 찐~ 한 아쉬움을 전달하는것 같습니다ㅋㅋ 걱정마세요 애타게 기다리지 않아도 3편 나옵니다 제작진들에게 3편은 제발 초주검 될 정도로 맞기싫다면 실망시키지 말라고 말하고싶습니다 ㅋㅋ 슬플 정도의 찐~ 한 아쉬움이 남습니다ㅋㅋㅋㅋ
1,진짜 개노잼이엇네요 보다가 졸앗습니다개유치 개노잼 개승질나서 나오자마자욕함
10,웃을 수 있는 방식이 많이 녹아있었어요.영화를 보기 전 궁금했던 것들을 풀어냈네요.정말 일루미나티씬은 웃다가 지친거같아요.
10,나만 재밌었나? 4DX로 봤는데 중간중간 놀라는 장면 많았지만 재밌게 보고 나옴 두번째 쿠키 꼭 보고 나오세요
10,잼떠용 완다 무쪄용 좀비 무쪄용
10,대만족 앞으로의 더욱 더 광활한 멀티버스 속 마블영화가 정말 기대됨 오랜만에 마블뽕 차서 좋았음
8,"영화뿐 아니라 드라마까지 사전에 감상하고 와야 한다는게 아쉽. 인피니티워급 마법대결도 아니었던것 같아서 아쉽. 음악감독도 교체돼서 닥스 테마곡이 안들려서 아쉽. 그러나 베니와 올슨, 웡이 너무나 매력적이어서 아쉬웠던 점들이 다잊혔다. 그리고 프로페서 노란색 호버체어 타고 등장하실때 반가워서 눈물 좍좍 흘렸다"
1,드럽게 재미없다. 쓸데없이 놀래키는 장면만 좀 넣고. 재미없고 짜증나는영화
10,완다비전 안봐도 스파이더맨 봤거나 기존 마블 세계관 타파하고 있으면 충분히 이해가는 스토리임 평점 낮길래 기대 안하고 봤는데 기대 십이상임 완다 연기 미쳐
6,계속해서 내가 들어온 관이 닥터 스트레인지가 맞는지 자각해야만 했다.
6,제발 외전이라고 말해줘 그럼 그냥 이해해줄게…
10,닥터스트레인지 곧 치도리 연마하겠네
9,아들이 마블 좋아해서 선물로 같이 잘 봤어요 4D 재미있었어요.
10,난 좋더라.. 완다.. ㅠㅠ
4,그냥 원래 하던것 처럼만 해라 새로운거 시도 하려다가 역효과 난다 자꾸
10,"엥 난 완전 재밌었는데,,, 영화에서 설명할 게 많아서 부족하다 싶은 부분도 있긴 있었으나 스토리 전개도 빠르고 난 매우 만족이었다! 영상도 정말 화려하고 난 B급 호러감성도 쫄깃하고 좋았다^!^"
9,완다 레게련 존나 이쁘긴하네 ㅋㅋㅋㅋ난 재밌게봄
10,한 번 더 봐야지...! 후... 이건 내용 1도 모르고 봐도 그냥 영상미가 너무 오져서 보는 내내 황홀함... 닥스도 너무 섹시...개좋아 너무재밌어 짜릿해 음악도 미쳤어...
1,구림 구림 구림 구림 구려
6,엄... 공포영화+해리포터st... 스토리 억지. 이번 영화는 좀 별루였음 ~
2,이게 왜 12세 관람가인지 모르겠음. 쓸데없이 잔인하고 놀라는 장면도 많아서 진짜 짜증났음. 기존의 마블 분위기도 전혀 아님
9,디즈니 동성애 코드 좀 빼자
6,스토리 내용은 솔직히 이게 기존 어벤저스라인 맞나싶게 호러 오마주 한건지 핫도그아저씨 부르스캠벨이 나오고 닥터는 멀티버스의 좀비가 되서 나오고 귀신나오듯 쓰윽하고 깜짝 깜짝 놀라게하는 캐리같은 피흘림의 암흑마법사 완다의 히스테리는 스파이더맨 멀티버스의 세계관이랑 같은 세계관을 공유하면서 어디서 멈쳐야할지 모르는 산으로가는 모르도르산의 반지원정대처럼 사우론의 붕괴로 원정이 끝나듯 완다도 대단원의 막을 내리고 페이즈4에서 끝을낸듯싶다...다음 스토리는 드래곤볼 오마주다 천진반(천공) 기공포!!!...나름 음악을 괴기스럽고 3d영상미와 음악이 다한듯... 다보곤난 후의 소감은 한마디로 닥터스트레인저 요절복통 할로윈소동.... 이라 말하고 싶다
8,호불호가강한영화일듯합니다좋았던건 볼거리가 화려해요 3d로보면정말좋을꺼같아요살짝실망스러웠던건 약간 기대에미치지못하는장면들 예를들어 10정도 뭔가나오겠지싶은장면에서 3이나4 정도의기대치를만족시켜 순간 당황했던 씬이 몇개있었던듯해요 내용면에서도 그렇고 ~그런순간순간의 내용이나 장면적인실망감 빼면전체적으로 나쁘진않았으나 닥터스트레인지1 이 개인적으로더나은듯함 몰입도는상당히높으나 약간 코믹 공포물 느낌을 지울수없네요
7,"이 영화에는 안구적출, 좀비, 음악배틀, 천진반이 나옵니다,,ㅎ"
4,스토리도 그닥이었는데 음표 장면에서는 진짜 경악했어요 너무 유치해서그와중에 봐줄만한건 완다의 한 서린 스토리 연기와 크리스틴 드레스 장면
9,재밌는데 나는...근데 12세가 보기엔 잔인한 장면이 많다고 생각 드네요...
9,어디서나 널 사랑할게. 난 지금 이 세상에서 제일 행복해.
9,남들 하도 재미없대서 기대를 안하고 봐서 그런지 아님 내가 유치해서 그런지 몰겠지만 꿀잼이었음
10,겁나 재밌고 극장가서 또 보고싶음
2,진짜...역대급 킹받음너무 킹받아서 스트레스 받을 정도진짜 너무 약올라요님들 꼭 보세요침착맨 유튭 클립보다 더 킹받아서 헛웃음 나와요
10,완다가 행복했으면 좋겠다..
10,너무재밌게봤어요 ㅎㅎ
8,이블데드식 히어로 처형 개멋짐
8,마블영화라 보고왔음.
5,감독도 참 중요하구나 싶다. 가오갤은 제발 감독 바뀌지말고 쭈욱가자
4,"이 평가 진짜 신중히 써 드리는 것입니다. 1) 디즈니플러스의 ""완다 비전"" 완주하지 않으면 이해 불가능한 영화입니다. 처음부터 무슨 말하는거야 싶을 정도의 대사들 천지이므로 디즈니플러스 ""완다 비전"" 정주행하시거나 인터넷에서 공부하고 보세요. 저도 완다비전 별로라서 그냥 보다가 인터넷 글로 내용 파악했습니다 2) 싸움 장면 빼고는 너무 지루합니다. 심각할 정도로 지루합니다. 이렇게 지루한 영화는 거의 처음이었습니다. 마블 영화인지 믿겨지지 않을 정도로 너무 조용하고 재미 없었습니다. 싸움 장면이 20분도 안 넘는 이번 영화는 진짜 커피를 갖고 들어가도 잠이 옵니다. 주의하세요. 3) 결론은, 나중에 디즈니 플러스로 나오면 보세요. 지금 굳이 극장까지 가지 마세요"
3,중간에 잠
10,아메리카 차베즈가 멀티버스 문 개방할때마다 가슴이 웅장해짐
6,완다 하고 싶은거 다해라
7,완다를 좀비로 만들다니 쯧 스파이더맨 최근작을 연상케하는 느낌도 있고 (과거 히어로들 불러오기 울겨먹기등) 영상씬은 유치함이 빈번 잔인하고 초등생이 나오는걸 보고 깜짝놀랐으니 그만큼 폭력성이 있으니 기존 마블 어벤져스등의 작품들과는 달리 주의 요함.
10,재미있네요빅재미보장
10,완다비전 보는 것 안보는 것 차이는 있습니다 하지만 이 작품을 만든 관계자조차 완다비전을 정주행안하고 중요장면만보고 이 작품을 만들었다구하니 완다비전만 빼고 다봤어도 솔직히 재미있게 볼 수 있습니다 확실한건 호불호 취향차이가 엄청날 것 같습니다! 추후 마블작품들이 어떤 방향으로 갈지에 대한 궁금증은 생깁니다
1,"후기 다 읽고 충분히 실망할 마음의 준비를 단단히 하고 들어갔는데도 와 더 실망할게 남아있다니 진짜 최고다ㅋㅋㅋㅋ 엘리자베스 올슨의 연기력, 디즈니의 자본으로 만들어진 cg말고는 다 재활용도 불가한 쓰레기임. 개연성, 캐릭터성 등등 영화에서 찾아볼수있는 모든 가치를 샅샅이 찾아서 개똥으로 만든것 같음. 중간에 두명 나가서 다시 안돌아오더라."
6,도대체 완다에게 뭘 씌운거니...이상한 왕관같은거 뭐야...그것만 빼면 좀 나음
4,엔드게임을 끝으로 마블영화는 끝났다
4,스토리 허접 이것저것 다때려박아서 정말 대혼돈 제목 잘지음
10,멀티버스의 다양성이 스토리를 더욱 다채롭게 했다.
3,"걍 대혼돈ㅋㅋ 닥스의 억지 약체화, 너무 멍청한 일루미나티, 서사 쌈싸먹은 멀티버스 펀치 아메리카, 깔 것만 30개는 있는데 귀찮아서 다 적진 못하겠고 결론은 돈 아까움"
1,앞에 10분 뒤에 10분 말고는레미레미도레미 보세요마조리카가 훨 귀어움두번째 쿠키나 챙갸보고 나오세요
1,최악의 영화 어거지로 스토리 확장할려는게 눈물겹다.
1,호러 좀비 악령 퇴치 영화 잘 봤습니다^^ 이게 마블 영화냐?
10,뮤직 스트레인지. 이제부터 닥스를 개그의 아이콘. 완다를 갑툭튀의 아이콘으로 임명합니다. 쿵푸허슬도 생각나고 재미있게 봤습니다. 마블과 호러의 콜라보레이션. 정통 마블에 가까우면서 어떤 면에서는 새로웠던 닥스2. 마지막에는 완다가 좀 짠하네요.
1,"안어울리는 연출, 마블의 유쾌함이 사라진 분위기, 애매한 새 케릭터의 완벽한 불협화음그나마 올슨이랑 컴버베치 연기력이 영화를 살리긴 함"
10,두번째 쿠키영상이 지렸음
6,"어벤저스만 본 사람은 완다비전 요악본이라도 보고 가길 추천함... 쿠키영상은 바로 보여주지 왜 자막 다 끝나고 보여주는건지..,.쿠키영상은 2개인데 두번째는 절대 보지 말길... 절대..."
7,재미는 있는데 좀 유치해진 느낌
1,진짜 최악... 완다의 연기력과 연출 빼고는 볼 것도 없는 영화
10,기모리 서경영 공중부양
2,어...솔직히 잘모르겠는데... 뭐가 재밌다는거지
10,Girls can do anything. Mom is strong
4,원래 유치해서 히어로물 잘 안보는데 닥터1은 우연히 보고 재밌었던 기억이 있어서 영화관까지 가서 봤는데 이거 12세 '까지' 관람가 맞죠? 6세부터 12세 까지만 보세요 ㅋㅋㅋ 너무 유치해서 중간 보다 나옴
10,근데 스파이더맨 존재 다 지웠다하지않았나ㅜㅡㅜ 본인도 기억못할거라고했늣데..
7,살바도르 달리 작품 2시간동안 보기
6,혼란하다 혼란해 멀티세상
8,"전작 스파이더맨 때는 이제 진짜 마블이 한물 갔구나 했는데, 이건 나쁘지않았음... 근데 디즈니로 완다비전 안 보고 가서 약간 띠용 하긴했는데 이해는 잘됐고, 완다불쌍함 ㅎ"
6,dc 같은 느낌 영화 그냥저냥
8,완다의 완다를 위한 완다에 의한
10,중간중간 깜짝 놀라는 장면이 있었지만 너무 재밌게 본 영화.
2,이거마블아니다.. 중간에나왔습니다
10,정말 기대만큼 너무 재미있었어요.ㅋㅋ n차관람 가고싶네요~~~ 닥스 넘나매력적ㅠㅠ
10,ㅋㅋ재밌기만하고만 노잼인사람 이터널스보고와라 ㅋㅋ근데 완다 이야기 모르면 이해가 하기 어려워서 노잼일수도있겠더라 마블팬이면 잼게볼수있음ㅋ
6,내가뭘본거지... 얼른 나가고싶었음... ㅈ
2,"마블은 할리우드의 PC추세를 이어가며 좋은 이야기를 전하는 것이 아닌, 눈요깃거리와 곳곳의 PC요소만 집어넣기에 급급해서 정말 실망. 다스1은 진짜 괜찮았는데 이건 왜이렇게 재미없었을까...아역배우들 연기력도 바닥수준이어서 몰입감 방해."
8,완다가 마녀기때문에 호러면서 코믹도 하면서 감동도 있으면서 또 짜치면서 재밌었음
10,역시 닥스 2시간 금방갔음
8,"멀티버스의 혼돈, 연출의 혼란, 관객의 환장"
4,별 안주면 안되나 영상미 죽인다. 많이 봐라 돈이 아깝게 나만 아까울순 없다 그래야 남들도 낚이지 ㅎㅎ 지금 이걸 보는 나 미쳐버린다 ㅎㅎ
2,올드스쿨한 연출력에 놀랐다.90년대 연출...진짜 죽인다.
10,너무너무 재밌어요ㅠㅠ 액션이랑 화려한 영상만으로도 10점 넘게 주고싶어요~젤 좋아하는 닥스랑 스칼렛위치가 둘 다 너~무 멋있게 나와버리니까ㅠㅠ 둘 다 연기 미쳤고 닥스 왤케 섹시하져ㅠㅠ 자비에도 개멋있고 웡이랑 크리스틴도 너무 좋아..크리스틴은 닥스 곁에 있어야해..ㅠㅠ
5,마블과 호러의 기괴합 조합. 가족영화로 비추!
10,아니 .. 이번편 공포영환가.. 진짜 중간중간 개무섬네 진짜 공포영화같아오 공감하는사람 잇을거여..
10,와 최고야 3번째 관람
4,샘 레이미식 싼마이 연출이 영 별로다.
4,주성치 쿵푸허슬에 좀비에 반지제왕 영화 짬뽕 맛. 손오공 천진반 변신. ㅋ ㅋ 그래도 보세요.
10,마블의 세계관이 너무 커져서 나도 다 못따라간 부분이 있구나를 크게 느낀 영화
8,고전 공포 연출 향수를 불러일으킨다. 연출에 있어서 노웨이홈보다 훨씬 재밌게 보았다.
8,스티븐잡스 보신분?
5,개인적으로 스파이더맨 마지막 장면이 오히려 대혼돈의 멀티버스라는 부제가 더 잘어울리는것 같아 아쉬웠다
10,닥터스트레인지개재밌댱!
10,존나 재밌습니다 추천합니다
10,유튜브에서 완다비전 이야기 보고오면 재밋어요!
8,전편보다 잔인한장면과 깜짝놀래키는 장면이 있어서 불편했어요
4,정말재미없다. 스토리는 일부러 껴맞춘거같고 굉장히 지루했다
8,개인적으로 올슨을 좋아하기에 기대가 많은 상태로 가서봤는데 생각보다 우리 완다의 섬세한 내면연기 아름다워 넋을 놓고 봤다 선악을 넘나드는 와중에 마녀로써의 면모를 함껏뽐내도 왜이리 사랑스럽니 우리 올슨 오빠가 많이 사랑해~??
10,스토리 구멍 없고 완다의 아픔과 광기를 공포 스럽게 표현한것도 신선하네요음표 공격이 왜 욕먹는지 모르겠음 ㅋㅋ
8,재밌기는 한데 약간 유치한 장면이 존재
10,누가뭐래도 나한테는 최고!
4,"머 개연성, 영상미 등 다떠나서 아메리카 각성씬 뭥미....잘보다가 오글 ㅜ"
10,"정말 엄청난 영상미와 스토리입니다. 닥스1도 참 재미나게 봤는데 2는 세계관도 커지고 3가 기대되게 합니다. 어서 빨리 제작되었으면…ㅎㅎ 단.. 제가 넘 좋아하는 강려크한 캐릭터가 빌런으로.. ㅜㅜ 다음 시리즈에서도 꼭 계속 나왔으면 하는 바램입니다. 마블 팬이시라면 또 하나의 최고 영화, 처음 접근하시는 분이라면 선행으로 몇가지 보셔야 이해하기 좋을거 같아요(디즈니플러스 드라마인 완다비젼은 필수. 닥스1, 인피니티워&엔드게임 정도)"
