분류,부정리뷰,cleaned_text,spell_check
부정,이젠 dlc마냥 쪼개서 영화 만드는걸 넘어서 플랫폼 독점 드라마까지 안보면 영화를 이해하기조차 힘들게 만들어놓는다는게 참.. 이럴꺼면 영화들도 그냥 디즈지+에서 공개하지 굳이 영화관에서 상영하는 이유를 모르겠네 히어로도 많으니까 각각 독립영화로 나오는건 신경조차 안쓰였는데 비중있게 쓰이던 히어로가 마지막으로 영화에 나왔을때랑 지금이랑 성격이 완전 다르다? 이건 기분 나쁘지최소한 드라마 내용에 있던일이 영화에 반영이라도 안되면 모르겠다만 딱 이거까지만 보고 손절 칠랬는데 진짜 마블영화 버릴때가 온거같네,이젠 dlc마냥 쪼개서 영화 만드는걸 넘어서 플랫폼 독점 드라마까지 안보면 영화를 이해하기조차 힘들게 만들어놓는다는게 참 이럴꺼면 영화들도 그냥 디즈지 에서 공개하지 굳이 영화관에서 상영하는 이유를 모르겠네 히어로도 많으니까 각각 독립영화로 나오는건 신경조차 안쓰였는데 비중있게 쓰이던 히어로가 마지막으로 영화에 나왔을때랑 지금이랑 성격이 완전 다르다 이건 기분 나쁘지최소한 드라마 내용에 있던일이 영화에 반영이라도 안되면 모르겠다만 딱 이거까지만 보고 손절 칠랬는데 진짜 마블영화 버릴때가 온거같네,이젠 dlc 마냥 쪼개서 영화 만드는 걸 넘어서 플랫폼 독점 드라마까지 안 보면 영화를 이해하기조차 힘들게 만들어놓는다는 게 참 이럴 거면 영화들도 그냥 디즈니에서 공개하지 굳이 영화관에서 상영하는 이유를 모르겠네 히어로도 많으니까 각각 독립영화로 나오는 건 신경조차 안 쓰였는데 비중 있게 쓰이던 히어로가 마지막으로 영화에 나왔을 때랑 지금이랑 성격이 완전히 다르다 이건 기분 나쁘지 최소한 드라마 내용에 있던 일이 영화에 반영이라도 안되면 모르겠다만 딱 이거까지만 보고 손절 칠랬는데 진짜 마블 영화 버릴 때가 온 거 같네
부정,뭐랄까 스토리적으로 반전도 초반말고 뭐크게 없고 연출도 올드했다. 기존의 마블영화와는 느낌이 다르다,뭐랄까 스토리적으로 반전도 초반말고 뭐크게 없고 연출도 올드했다 기존의 마블영화와는 느낌이 다르다,뭐랄까 스토리적으로 반전도 초반 말고 뭐 크게 없고 연출도 올드했다 기존의 마블 영화와는 느낌이 다르다
부정,내용이 뒤죽박죽느낌이고 너무 뻔한 아동영화느낌..,내용이 뒤죽박죽느낌이고 너무 뻔한 아동영화느낌,내용이 뒤죽박죽 느낌이고 너무 뻔한 아동영화 느낌
부정,기괴하고 불쾌한 영화… 왜 인기 많음??,기괴하고 불쾌한 영화 왜 인기 많음 ,기괴하고 불쾌한 영화 왜 인기 많음 
부정,영화관 안마의자가 더 좋을 듯,영화관 안마의자가 더 좋을 듯,영화관 안마의자가 더 좋을 듯
부정,"후...착잡하네요 모든 마블시리즈를 봐왔지만 가장 완성도 낮은 영화라고 생각합니다... 원인은 감독의 영향이 크다고 생각됩니다. 샘레이미 감독님이 물론 히어로 영화에 큰 획을 그으셨지만 이번엔 원망이 들더군요... 먼저 연출이 너무나 고전적이었습니다. 완다 방어할 떄 마법사들이 활을 왜 드나요... 지금까지 닥스 영화에서 한번도 활 쏘는게 나온 적도 없고, 마법으로 화살을 만드는 것도 아니고, 화살에 마법을 두르는정도인데 이렇게 사람들의 의구심을 들게 하면서까지 이런 요소를 넣어야했나싶습니다. 그리고 지금까지 닥스가 사용해온 수많은, 멋진 마법들을 놔두고 이번엔 왜 마법을 안쓰게하세요... 지금까지 잘써왔는데 왜 마법을 못쓰지? 왜 저런 마법을 쓰지?라는 생각이 끊이질 않았습니다. 그리고 감독님이 공포영화에도 일가견이 있으시고 이러한 이유때문에 마블에서 기용한 것도 알겠는데 공포적인 장면을 넣기위해 개연성을 너무 포기하지않았나 싶습니다. 긴박하게 도망가는 장면에서 왜 멈춰서서 오는걸 보고있는건가요? 완다가 지금까지 날아다니다가 왜 이제서야 천천히 걸어오는건가요? 다쳐서? 힘들어서? 가장 어이없었던 점은 좀비입니다.. 감독님 이블데드 시리즈 잘해오신거 알겠습니다... 닥스가 유령들 흡수해서 날라가는거 간지는 나더군요.. 보면서 어째서라는 생각이 끊임없이 들었습니다... 그리고 허술합니다... 처음엔 닥스가 말도 어눌해서 좀비같구나했는데 어느 순간 그냥 닥스처럼 또박또박말하고 또 갑자기 좀비처럼 말하고 일관성은 어디갔나요.. 그리고 크리스틴과의 로맨스는 정말 1도 몰입이 안됐습니다.. 같은 세계의 크리스틴이면 모를까 진짜 몰입이 안됩니다. 로맨스 장면 나오면 그냥 좀 넘어가라 생각하면서 봤습니다. 또 웡은 불사신인가요... 척추손상 그리고 절벽에서 떨어져도 훌훌 털고 다시 암벽등반하는 웡 대단합니다. 그리고 마지막 2번쨰 쿠키영상 보니까 진짜 육성으로 욕이 나오더군요.. 모르도랑 커플수갑차고 싸우는 장면도 저는 잘 모르겠고 쓰면 쓸수록 아쉬운게 생각나네요 하...",후 착잡하네요 모든 마블시리즈를 봐왔지만 가장 완성도 낮은 영화라고 생각합니다 원인은 감독의 영향이 크다고 생각됩니다 샘레이미 감독님이 물론 히어로 영화에 큰 획을 그으셨지만 이번엔 원망이 들더군요 먼저 연출이 너무나 고전적이었습니다 완다 방어할 떄 마법사들이 활을 왜 드나요 지금까지 닥스 영화에서 한번도 활 쏘는게 나온 적도 없고 마법으로 화살을 만드는 것도 아니고 화살에 마법을 두르는정도인데 이렇게 사람들의 의구심을 들게 하면서까지 이런 요소를 넣어야했나싶습니다 그리고 지금까지 닥스가 사용해온 수많은 멋진 마법들을 놔두고 이번엔 왜 마법을 안쓰게하세요 지금까지 잘써왔는데 왜 마법을 못쓰지 왜 저런 마법을 쓰지 라는 생각이 끊이질 않았습니다 그리고 감독님이 공포영화에도 일가견이 있으시고 이러한 이유때문에 마블에서 기용한 것도 알겠는데 공포적인 장면을 넣기위해 개연성을 너무 포기하지않았나 싶습니다 긴박하게 도망가는 장면에서 왜 멈춰서서 오는걸 보고있는건가요 완다가 지금까지 날아다니다가 왜 이제서야 천천히 걸어오는건가요 다쳐서 힘들어서 가장 어이없었던 점은 좀비입니다 감독님 이블데드 시리즈 잘해오신거 알겠습니다 닥스가 유령들 흡수해서 날라가는거 간지는 나더군요 보면서 어째서라는 생각이 끊임없이 들었습니다 그리고 허술합니다 처음엔 닥스가 말도 어눌해서 좀비같구나했는데 어느 순간 그냥 닥스처럼 또박또박말하고 또 갑자기 좀비처럼 말하고 일관성은 어디갔나요 그리고 크리스틴과의 로맨스는 정말 1도 몰입이 안됐습니다 같은 세계의 크리스틴이면 모를까 진짜 몰입이 안됩니다 로맨스 장면 나오면 그냥 좀 넘어가라 생각하면서 봤습니다 또 웡은 불사신인가요 척추손상 그리고 절벽에서 떨어져도 훌훌 털고 다시 암벽등반하는 웡 대단합니다 그리고 마지막 2번쨰 쿠키영상 보니까 진짜 육성으로 욕이 나오더군요 모르도랑 커플수갑차고 싸우는 장면도 저는 잘 모르겠고 쓰면 쓸수록 아쉬운게 생각나네요 하,
부정,이제 닥스도 닥스보다는 마블 유니버스 전개용으로 쓰이네,이제 닥스도 닥스보다는 마블 유니버스 전개용으로 쓰이네,이제 닥스도 닥스보다는 마블 유니버스 전개용으로 쓰이네
부정,진짜. 재미없다 솔찍히보다나갈뻔..,진짜 재미없다 솔찍히보다나갈뻔,진짜 재미없다 솔직히 보다 나갈 뻔
부정,아몰랑... 너무 기대를 많이했나봐...;ㅠㅜ,아몰랑 너무 기대를 많이했나봐 ,아 몰랑 너무 기대를 많이 했나 봐
부정,이게 12세 관람가라고..? 너무 잔인했음.. 굳이 이랬어야 했나 싶을 정도로 잔인했음주인공 하는짓도 매번 킹받고 음표로 싸우는 것도 너무 뜬금포였음기대하고 본건 아니었지만 너무 실망스러웠다,이게 12세 관람가라고 너무 잔인했음 굳이 이랬어야 했나 싶을 정도로 잔인했음주인공 하는짓도 매번 킹받고 음표로 싸우는 것도 너무 뜬금포였음기대하고 본건 아니었지만 너무 실망스러웠다,이게 12세 관람가라고 너무 잔인했음 굳이 이랬어야 했나 싶을 정도로 잔인했음 주인공 하는 짓도 매번 킹 받고 음표로 싸우는 것도 너무 뜬금 표였음 기대하고 본건 아니었지만 너무 실망스러웠다
부정,점점 따라가기 벅찬 마블,점점 따라가기 벅찬 마블,점점 따라가기 벅찬 마블
부정,오랜만에 개유치한 영화 한편봄;; 천진반 + 캐릭캐릭체인지 등등..,오랜만에 개유치한 영화 한편봄 천진반 캐릭캐릭체인지 등등,오랜만에 개 유치한 영화 한편 봄 천지는 반 캐릭터 캐릭터 체인지 등등
부정,닥스랑 완다가 명상할 때 배우 얼굴 클로즈업된 거랑 명상하는 영상을 매시업하더라구요2000년대 영환줄 ㅋㅋㅋㅋ감독이 호러 영화 맡아와서 그런지 중간엔 갑자기 호러 장르가 되버리고..ㅠㅜ 기대가 높아서 그런지 실망도 많이 했습니다ㅠㅜ엔딩 크레딧 제발 끝까지 기다리지마요ㅠㅜ 기분 째집니다,닥스랑 완다가 명상할 때 배우 얼굴 클로즈업된 거랑 명상하는 영상을 매시업하더라구요2000년대 영환줄 감독이 호러 영화 맡아와서 그런지 중간엔 갑자기 호러 장르가 되버리고 기대가 높아서 그런지 실망도 많이 했습니다 엔딩 크레딧 제발 끝까지 기다리지마요 기분 째집니다,닥스랑 완다가 명상할 때 배우 얼굴 클로즈 업된 거랑 명상하는 영상을 매시업하더라고요 2000년대 영환 줄 감독이 호러 영화 맡아와서 그런지 중간엔 갑자기 호러 장르가 돼버리고 기대가 높아서 그런지 실망도 많이 했습니다 엔딩 크레디트 제발 끝까지 기다리지 마요 기분 째집니다
부정,배우연기 좋고 스릴러연출 괜찮지만 특유의 옛날 영화 식 급 카메라 줌 인 오글거리는 후반부 신규캐릭 각성 평소 보여주던 마법사가 아닌 소환사 같은 닥스 등 매우 아쉬운 영화인듯,배우연기 좋고 스릴러연출 괜찮지만 특유의 옛날 영화 식 급 카메라 줌 인 오글거리는 후반부 신규캐릭 각성 평소 보여주던 마법사가 아닌 소환사 같은 닥스 등 매우 아쉬운 영화인듯,배우 연기 좋고 스릴러 연출 괜찮지만 특유의 옛날 영화 식 급 카메라 줌 인 오글거리는 후반부 신규 캐릭터 각성 평소 보여주던 마법사가 아닌 소환사 같은 닥스 등 매우 아쉬운 영화인 듯
부정,마블에게 바라는 영웅물은 더이상 볼 수 없겠다는 슬픔…,마블에게 바라는 영웅물은 더이상 볼 수 없겠다는 슬픔 ,마블에게 바라는 영웅물은 더 이상 볼 수 없겠다는 슬픔 
부정,닥터스트레인지2 엄청 기다리고 있었는데.. 생각했던 것과는 너무 다른 연출이라 실망 ㅠㅠ베네딕트를 이렇게 쓰다니.. 좀비와 일루미나티가 대놓고 등장하는 호러물에 기존 마블과는 뭔가 다름;영화 속에 함축되어있는 사상이나 메시지들이 가볍지많은 않게 느껴짐...,닥터스트레인지2 엄청 기다리고 있었는데 생각했던 것과는 너무 다른 연출이라 실망 베네딕트를 이렇게 쓰다니 좀비와 일루미나티가 대놓고 등장하는 호러물에 기존 마블과는 뭔가 다름 영화 속에 함축되어있는 사상이나 메시지들이 가볍지많은 않게 느껴짐,닥터 스트레인지 2 엄청 기다리고 있었는데 생각했던 것과는 너무 다른 연출이라 실망 베네딕트를 이렇게 쓰다니 좀비와 일루미나티가 대놓고 등장하는 호러물에 기존 마블과는 뭔가 다름 영화 속에 함축되어있는 사상이나 메시지들이 가볍지 많은 않게 느껴짐
부정,좀비영화는 아닌데. ㅠㅠㅠ 좀비영화같고멀티버스라는상황이 어떻게어떻게 이해하려해도 너무 짜집기 투성이고완다와 스티븐만 여기저기 고생고생 자비스교수님등 그외 마이너들의 모임예고에 나왔더 그 덩어리들은 싸움한번 안했네,좀비영화는 아닌데 좀비영화같고멀티버스라는상황이 어떻게어떻게 이해하려해도 너무 짜집기 투성이고완다와 스티븐만 여기저기 고생고생 자비스교수님등 그외 마이너들의 모임예고에 나왔더 그 덩어리들은 싸움한번 안했네,좀비 영화는 아닌데 좀비 영화 같고 멀티버스라는 상황이 어떻게 어떻게 이해하려 해도 너무 짜깁기투성이고 완다와 스티븐만 여기저기 고생고생 자비스 교수님 등 그 외 마이너들의 모임 예고에 나왔다 그 덩어리들은 싸움 한번 안 했네
부정,샘 레이미 연출은 발전이 없네...차라리 19세로 이블데드 같이 찍었으면 좀 나았을지도...그리고 아메리카 차베즈? 연기를 너무 못한다;;;,샘 레이미 연출은 발전이 없네 차라리 19세로 이블데드 같이 찍었으면 좀 나았을지도 그리고 아메리카 차베즈 연기를 너무 못한다 ,샘 레이미 연출은 발전이 없네 차라리 19세로 이블 데드같이 찍었으면 좀 나았을지도 그리고 아메리카 차베스 연기를 너무 못한다 
부정,마블을 무슨 비급좀비영화로 만들어놨네...,마블을 무슨 비급좀비영화로 만들어놨네,마블을 무슨 비급 좀비 영화로 만들어놨네
부정,"완다의 절박함과 광기는 이해가 간다. 다만 영화를 보고도 내가 느끼는 ‘대혼돈’은 감독이 이 영화를 풀어내는 방식이 와닿지 않았던것 같다. 카메오들의 2000년대 초반 영화같은 사망씬, 내용 건너뛰기, 뜬금없는 슬로우모션, 스탁비디오를 쓴듯한 씨지 장면들은 몰입을 너무 해쳤다. 닥스를 제외하고는 이 영화만 봐서 등장인물들의 감정에 쉽게 공감하기가 어려울듯 하다. 배우들 연기만 믿고 너무 간 장르가 아닌가 싶다. 마블영화가 늘 그렇듯 찾아보고 의미를 해석해보면 더 많은것들이 보이지만 이번 영화는 감독의 색깔과 내용적인 측면에서 너무 진입 장벽이 높다. 디즈니 플러스 드라마와 코믹스 mcu 영화를 몇번씩 돌려봐도 이해가 안가는 장면이 많다. 항상 세련되고 최고의 웅장함을 보여주면 마블의 작품들이 서서히 우려먹기와 감정소모로 변하는 느낌도 든다. 많은 사람들이 새로운 시도를 좋아하고 응원해주는듯 한데.. 나는 잘 모르겠다.",완다의 절박함과 광기는 이해가 간다 다만 영화를 보고도 내가 느끼는 대혼돈 은 감독이 이 영화를 풀어내는 방식이 와닿지 않았던것 같다 카메오들의 2000년대 초반 영화같은 사망씬 내용 건너뛰기 뜬금없는 슬로우모션 스탁비디오를 쓴듯한 씨지 장면들은 몰입을 너무 해쳤다 닥스를 제외하고는 이 영화만 봐서 등장인물들의 감정에 쉽게 공감하기가 어려울듯 하다 배우들 연기만 믿고 너무 간 장르가 아닌가 싶다 마블영화가 늘 그렇듯 찾아보고 의미를 해석해보면 더 많은것들이 보이지만 이번 영화는 감독의 색깔과 내용적인 측면에서 너무 진입 장벽이 높다 디즈니 플러스 드라마와 코믹스 mcu 영화를 몇번씩 돌려봐도 이해가 안가는 장면이 많다 항상 세련되고 최고의 웅장함을 보여주면 마블의 작품들이 서서히 우려먹기와 감정소모로 변하는 느낌도 든다 많은 사람들이 새로운 시도를 좋아하고 응원해주는듯 한데 나는 잘 모르겠다,완다의 절박함과 광기는 이해가 간다 다만 영화를 보고도 내가 느끼는 대혼돈 은 감독이 이 영화를 풀어내는 방식이 와닿지 않았던 것 같다 카메오들의 2000년대 초반 영화 같은 사망씬 내용 건너뛰기 뜬금없는 슬로모션 스톡 비디오를 쓴듯한 씨지 장면들은 몰입을 너무 해쳤다 닥스를 제외하고는 이 영화만 봐서 등장인물들의 감정에 쉽게 공감하기가 어려울듯하다 배우들 연기만 믿고 너무 간 장르가 아닌가 싶다 마블 영화가 늘 그렇듯 찾아보고 의미를 해석해보면 더 많은 것들이 보이지만 이번 영화는 감독의 색깔과 내용적인 측면에서 너무 진입 장벽이 높다 디즈니 플러스 드라마와 코믹스 mcu 영화를 몇 번씩 돌려봐도 이해가 안 가는 장면이 많다 항상 세련되고 최고의 웅장함을 보여주면 마블의 작품들이 서서히 우려먹기와 감정 소모로 변하는 느낌도 든다 많은 사람들이 새로운 시도를 좋아하고 응원해주는듯한데 나는 잘 모르겠다
