분류,긍정리뷰,cleaned_text,spell_check
긍정,닥스2 두 번째 보고 왔는데 내용은 말할 것도 없구 완다가 너무 예뿜ㅎ..,닥스2 두 번째 보고 왔는데 내용은 말할 것도 없구 완다가 너무 예뿜 ,닥스 2 도 번째 보고 왔는데 내용은 말할 것도 없고 완다가 너무 예뿜
긍정,혹평이 많아서 걱정했는데 전 정말 재밌게 봤어요 ㅎㅎ face your fears,혹평이 많아서 걱정했는데 전 정말 재밌게 봤어요 face your fears,혹평이 많아서 걱정했는데 전 정말 재밌게 봤어요 face your fears
긍정,개인적이로 마블 영화 중에서 역대급이었던것 같디평소sf장르를 좋아하는 나에게는 너무 좋은 주제였다 모든 연출 하나하나에 감동하게 된다일각에서는 마블시리즈를 공부하지 않으면 너무 이해가 여려운 영화라 말들하지만마블시리즈 중 7개의 작품만 본 내가 봤을 때 어렵지 않았다완다역할을 맡은 배우의 연기가 정말 인상적이었다정말 내 꿈속에 나오는 장면들이 다른 차원에서 벌어진다면 다른 차원의 어떤 나는 3년전 죽은 강아지와 재회하고 좋아하는 연예인과 친해지고 첫사랑과 연애하는 나는 행복할 것 같았지만또 다른 나는 부모를 잃었을 것이라고 생각하니 기분이 이상했다,개인적이로 마블 영화 중에서 역대급이었던것 같디평소sf장르를 좋아하는 나에게는 너무 좋은 주제였다 모든 연출 하나하나에 감동하게 된다일각에서는 마블시리즈를 공부하지 않으면 너무 이해가 여려운 영화라 말들하지만마블시리즈 중 7개의 작품만 본 내가 봤을 때 어렵지 않았다완다역할을 맡은 배우의 연기가 정말 인상적이었다정말 내 꿈속에 나오는 장면들이 다른 차원에서 벌어진다면 다른 차원의 어떤 나는 3년전 죽은 강아지와 재회하고 좋아하는 연예인과 친해지고 첫사랑과 연애하는 나는 행복할 것 같았지만또 다른 나는 부모를 잃었을 것이라고 생각하니 기분이 이상했다,개인적이로 마블 영화 중에서 역대급이었던것 같다 평소 sf 장르를 좋아하는 나에게는 너무 좋은 주제였다 모든 연출 하나하나에 감동하게 된다일 각에서는 마블 시리즈를 공부하지 않으면 너무 이해가 여려 운 영화라 말들 하지만 마블 시리즈 중 7개의 작품만 본 내가 봤을 때 어렵지 않았 다완데 역할을 맡은 배우의 연기가 정말 인상적이었다 정말 내 꿈속에 나오는 장면들이 다른 차원에서 벌어진다면 다른 차원의 어떤 나는 3년 전 죽은 강아지와 재회하고 좋아하는 연예인과 친해지고 첫사랑과 연애하는 나는 행복할 것 같았지만 또 다른 나는 부모를 잃었을 것이라고 생각하니 기분이 이상했다
긍정,하응 꿀잼 꿀 잼 꿀꿀 돼지 지민 잼,하응 꿀잼 꿀 잼 꿀꿀 돼지 지민 잼,대응 꿀 잼 꿀 잼 꿀꿀 돼지 지민 잼
긍정,아니 누가 재미없다 그랬냐.. 좀 뭐 막 집어넣을랴고 오바느낌은 없지 않아있었지만 너무 재밌었다,아니 누가 재미없다 그랬냐 좀 뭐 막 집어넣을랴고 오바느낌은 없지 않아있었지만 너무 재밌었다,아니 누가 재미없다 그랬냐 좀 뭐 막 집어넣을랴고 오버 느낌은 없지 않아있었지만 너무 재밌었다
긍정,완다: 대혼돈의 멀티버스 가 아닐지..?,완다 대혼돈의 멀티버스 가 아닐지 ,완다 대혼돈의 멀티버스 가 아닐지 
긍정,영화 시작하고 10분 이내에 완다 흑화 ㅋ완다 드림워킹하는데 닥스도 드림워킹함 ㅋ닥스 다크홀드에 손대서 눈 하나 추가됨 ㅋ지구 616 닥스 빼고 다 죽음 ㅋ일루미나티 전원 사망 ㅋ차베즈 나중에 각성 ㅋ웡 아무것도 안함 ㅋ완다가 좀비스트레인지한테 쳐발림 ㅋ반박 시 니 말이 맞음 ㅋ,영화 시작하고 10분 이내에 완다 흑화 완다 드림워킹하는데 닥스도 드림워킹함 닥스 다크홀드에 손대서 눈 하나 추가됨 지구 616 닥스 빼고 다 죽음 일루미나티 전원 사망 차베즈 나중에 각성 웡 아무것도 안함 완다가 좀비스트레인지한테 쳐발림 반박 시 니 말이 맞음 ,영화 시작하고 10분 이내에 완다 흑화 완다 드림 워킹하는데 닥스도 드림 워킹함 닥스 다크 홀드에 손대서 눈 하나 추가됨 지구 616 닥스 빼고 다 죽음 일루미나티 전원 사망 차베스 나중에 각성 웡 아무것도 안 함 완다가 좀비 스트레인지한테 쳐 발림 반박 시 네 말이 맞음 
긍정,마블영화는 b급이다. 그러나 샘레이미의 마블은 달랐다 히어로물을 뛰어넘은 정성스럽게 기괴한 sf명작,마블영화는 b급이다 그러나 샘레이미의 마블은 달랐다 히어로물을 뛰어넘은 정성스럽게 기괴한 sf명작,마블 영화는 b급이다 그러나 샘 레이미의 마블은 달랐다 히어로물을 뛰어넘은 정성스럽게 기괴한 sf 명작
긍정,우리 가족 4명 모두 10점. 코로나 이후 본 영화중에서 제일 잼있었음. 우리는 극장에서 한번 더 볼 예정!,우리 가족 4명 모두 10점 코로나 이후 본 영화중에서 제일 잼있었음 우리는 극장에서 한번 더 볼 예정 ,우리 가족 4명 모두 10점 코로나 이후 본 영화 중에서 제일 재밌었음 우리는 극장에서 한 번 더 볼 예정 
긍정,화려한 그래픽과 박진감 넘치는 연출로 재미있게 관람 했습니다.,화려한 그래픽과 박진감 넘치는 연출로 재미있게 관람 했습니다,화려한 그래픽과 박진감 넘치는 연출로 재미있게 관람했습니다
긍정,미스터 판타스틱 썰릴때 충격 먹음ㅋㅋ일루미나티 너무 어이없게 죽어서 아쉬웠어요..,미스터 판타스틱 썰릴때 충격 먹음 일루미나티 너무 어이없게 죽어서 아쉬웠어요,미스터 판타스틱 썰릴 때 충격 먹음 일루미나티 너무 어이없게 죽어서 아쉬웠어요
긍정,마블 안보던 사람인데 이해도 잘가고 재밌게 봤음 컴버배치 존멋 ㅜㅜ,마블 안보던 사람인데 이해도 잘가고 재밌게 봤음 컴버배치 존멋 ,마블 안 보던 사람인데 이해도 잘 가고 재밌게 봤음 컴버배치 존멋
긍정,"마블팬인 저는 관련 영상 다 찾아보고 갔는데 영화보다가 졸았고, 마블에 1도 관심없는 남편은 제가 본거 설명만 듣고 갔는데 재밌었대요 ㅎㅎ 무튼 재미는 있습니다~~!",마블팬인 저는 관련 영상 다 찾아보고 갔는데 영화보다가 졸았고 마블에 1도 관심없는 남편은 제가 본거 설명만 듣고 갔는데 재밌었대요 무튼 재미는 있습니다 ,마블 팬인 저는 관련 영상 다 찾아보고 갔는데 영화 보다가 졸았고 마블에 1도 관심 없는 남편은 제가 본거 설명만 듣고 갔는데 재밌었대요 아무튼 재미는 있습니다 
긍정,스칼렛위치(완다): 대혼돈의 멀티버스,스칼렛위치 완다 대혼돈의 멀티버스,스칼렛 위치 완다 대혼돈의 멀티버스
긍정,완다가 행복하길…….,완다가 행복하길 ,완다가 행복하길 
긍정,같이 간 사람이 너무 킹받드라슈,같이 간 사람이 너무 킹받드라슈,같이 간 사람이 너무 킹 받더라 슈
긍정,내용전개가 좀 복잡하긴한대 재미있음,내용전개가 좀 복잡하긴한대 재미있음,내용 전개가 좀 복잡하긴 한 대 재미있음
긍정,존 잼 ~~^.^~~ 있다,존 잼 있다,존 잼 있다
긍정,재밌던데용 영상도좋고,재밌던데용 영상도좋고,재밌던데요 영상도 좋고
긍정,음표가 최고의장면 확실히 너무 재미있게봄,음표가 최고의장면 확실히 너무 재미있게봄,음표가 최고의 장면 확실히 너무 재미있게 봄
긍정,오늘 아침에 와이프랑 봤는데 잼있기만하든데 ... 잼없다는사람들 이해가 안됨!,오늘 아침에 와이프랑 봤는데 잼있기만하든데 잼없다는사람들 이해가 안됨 ,오늘 아침에 와이프랑 봤는데 재밌기만 하던데 잼 없다는 사람들 이해가 안 됨
긍정,완다비전 보고 갔어요. 그래서 스토리와 영상에 깊이 몰입할 수 있었고 감동깊게 보고 왔어요. 사라졌던 사람들이 다시 돌아온 그 후 이야기라 앞 이야기(완다비전 드라마)를 보고 오시길 추천합니다. 완다가 넘 가슴아파요 ㅠ,완다비전 보고 갔어요 그래서 스토리와 영상에 깊이 몰입할 수 있었고 감동깊게 보고 왔어요 사라졌던 사람들이 다시 돌아온 그 후 이야기라 앞 이야기 완다비전 드라마 를 보고 오시길 추천합니다 완다가 넘 가슴아파요 ,완다 비전 보고 갔어요 그래서 스토리와 영상에 깊이 몰입할 수 있었고 감동 깊게 보고 왔어요 사라졌던 사람들이 다시 돌아온 그 후 이야기라 앞 이야기 완다 비전 드라마를 보고 오시길 추천합니다 완다가 너무 가슴 아파요
긍정,뻔할것같은 히어로물을 어떤 감독이 연출을 어떻게 하냐에 따라 달라진다는걸 알았다. 히어로는 그저 재료일뿐 요리가 아니다.,뻔할것같은 히어로물을 어떤 감독이 연출을 어떻게 하냐에 따라 달라진다는걸 알았다 히어로는 그저 재료일뿐 요리가 아니다,뻔할 것 같은 히어로물을 어떤 감독이 연출을 어떻게 하냐에 따라 달라진다는 걸 알았다 히어로는 그저 재료일 뿐 요리가 아니다
긍정,믿고 보는 마블영화였습니다.,믿고 보는 마블영화였습니다,믿고 보는 마블 영화였습니다
긍정,난 재밌게 봤는데 평점 왜 이렇지…스티본 레이첼이랑 이어주지 ㅜ,난 재밌게 봤는데 평점 왜 이렇지 스티본 레이첼이랑 이어주지 ,난 재밌게 봤는데 평점 왜 이렇지 스티 본 레이첼이랑 이어주지 
긍정,호러 분위기를 잘 살렸어요. 닥스는 원래 히어로 영화이지만요,호러 분위기를 잘 살렸어요 닥스는 원래 히어로 영화이지만요,호러 분위기를 잘 살렸어요 닥스는 원래 히어로 영화이지만요
긍정,그냥 재미있게 봄 재밌음,그냥 재미있게 봄 재밌음,그냥 재미있게 봄 재밌음
긍정,이 영화는 완다가 다했다,이 영화는 완다가 다했다,이 영화는 완다가 다했다
긍정,우리 오이형이 고생이 많아...,우리 오이형이 고생이 많아,우리 오이형이 고생이 많아
긍정,영상미는 엔드게임 이후 마블 영화중 단연 압권.음표 날리기는 조금 그랬는데 감독 이름 보고 이해 함,영상미는 엔드게임 이후 마블 영화중 단연 압권 음표 날리기는 조금 그랬는데 감독 이름 보고 이해 함,영상미는 엔드게임 이후 마블 영화 중 단연 압권 음표 날리기는 조금 그랬는데 감독 이름 보고 이해함
긍정,낫배드ㅇㅇ 스릴러 극혐하는 잼민이들은 관람 ㄴㄴ,낫배드 스릴러 극혐하는 잼민이들은 관람 ,낫배드 스릴러 극혐하는 잼 멘 이들은 관람 
긍정,ㅇㅇ그냥저냥쟈밌음ㅇㅇ, 그냥저냥쟈밌음 , 그냥저냥 재밌음
긍정,난 재밌었음 ㅋㅋ,난 재밌었음 ,난 재밌었음 
긍정,완다 제발 행복하자...,완다 제발 행복하자,완다 제발 행복하자
긍정,전개도 빠르고 지루하지 않았음 완다가 비정상적으로 쎈캐로 나오지만 오리지날 스토리가 그러니 크게 불만없음,전개도 빠르고 지루하지 않았음 완다가 비정상적으로 쎈캐로 나오지만 오리지날 스토리가 그러니 크게 불만없음,전개도 빠르고 지루하지 않았음 완다가 비정상적으로 센 캐로 나오지만 오리지널 스토리가 그러니 크게 불만 없음
긍정,영화 최고였어요.,영화 최고였어요,영화 최고였어요
긍정,꿀잼 N차관람해야지,꿀잼 N차관람해야지,꿀 잼 N 차 관람해야지
긍정,마블의상상력이참대단하긴하다 3도빨리보고싶당 역시 마블은 극장인듯,마블의상상력이참대단하긴하다 3도빨리보고싶당 역시 마블은 극장인듯,마블의 상상력이 참 대단하긴 하다 3도 빨리 보고 싶다 역시 마블은 극장인 듯
긍정,"공상 과학(?)에 불과한 이론이지만 다른 유니버스에 또 다른 내가 살고 있다는 것 자체가 좀 무서웠네요한편으로는 서글프기도 하고..지금 세계의 나는 완다처럼 불행한데, 다른 세계의 행복한 내가 있다면 어떨까?그 행복을 나도 찾을수 있을까?한번쯤 생각해 볼 만한 계기가 되는 영화 입니다미국 영화의 전반적인 영웅주의와 결국 가족으로 귀결되는 전형적인 감동식상하면서도..한 사람을 사랑하는 변함없는 마음이 여운이 남습니다",공상 과학 에 불과한 이론이지만 다른 유니버스에 또 다른 내가 살고 있다는 것 자체가 좀 무서웠네요한편으로는 서글프기도 하고 지금 세계의 나는 완다처럼 불행한데 다른 세계의 행복한 내가 있다면 어떨까 그 행복을 나도 찾을수 있을까 한번쯤 생각해 볼 만한 계기가 되는 영화 입니다미국 영화의 전반적인 영웅주의와 결국 가족으로 귀결되는 전형적인 감동식상하면서도 한 사람을 사랑하는 변함없는 마음이 여운이 남습니다,공상 과학에 불과한 이론이지만 다른 유니버스에 또 다른 내가 살고 있다는 것 자체가 좀 무서웠네요 한편으로는 서글프기도 하고 지금 세계의 나는 완다처럼 불행한데 다른 세계의 행복한 내가 있다면 어떨까 그 행복을 나도 찾을 수 있을까 한 번쯤 생각해 볼 만한 계기가 되는 영화입니다 미국 영화의 전반적인 영웅주의와 결국 가족으로 귀결되는 전형적인 감동식 상하면서도 한 사람을 사랑하는 변함없는 마음이 여운이 남습니다
긍정,재밌는데 평점 왜이래..?,재밌는데 평점 왜이래 ,재밌는데 평점 왜 이래
긍정,7점대로 폄하할건 아닌듯 합니다.생각보다 괜찮았어요.울완다ㅠㅠ다만 히어로물 이라고 어린 아이들하고 절대 보지 마시길..,7점대로 폄하할건 아닌듯 합니다 생각보다 괜찮았어요 울완다 다만 히어로물 이라고 어린 아이들하고 절대 보지 마시길,7점대로 폄하할 건 아닌듯합니다 생각보다 괜찮았어요 울은 다 다만 히어로물이라고 어린아이들하고 절대 보지 마시길
