분류,spell_check
1,영상미 미쳤다 재밌네요
1,이런저런 말들이 있어서 걱정이 되었지만 그래도 저는 재밌게 봤네요
1,호불호가 갈릴 수 있지만 마블 팬으로서 최고의 영화였음
1,닥터 스트레인지 너무 재밌다
1,아니 누가 이거 재미없다고 했음 진짜 이게 마블이지 
1,이 영화를 보기 전 꼭 디즈니 완다 비전을 보고 보셔야 이해됩니다 안다 비전이 약간 지루하나 꼭 끝까지 보시면 이번 닥터 스트레인지가 남다를 거예요 마블 영화 보고 이렇게 마음이 씁쓸하고 슬픈 건 처음이지만 마블 영화 중 역대급 스토리 및 상상력의 끝판이라고 봅니다 닥터 스트레인지 영화는 역시 최고네요
1,샘 레이미가 감독이어서 갑툭튀 좀 많고 능력 쓸 때마다 색감이 너무 예뻐서 영상미 좋음 개인적으로는 삼스파보다 밸런스 있게 재밌었음
1,늘 사랑으로 키울게 이 대사는 진짜 마블 영화 감동 대사 중 그 어떤 대사보다도 감동적이었음
1,마지막 음표 싸움에서 감탄함 
1,역시 마블은 우릴 실망시키지 않습니다 너무 재밌어요 빨리 디플에도 풀렸으면 좋겠어요 
1,진짜 개 재밌음 마블 팬이라면 무조건 강추 떡밥기 많음
1,이 정도면 훌륭하지 그냥 보세요
1,역시 마블 재밌게 봤어요
1,연기력 스토리 만점 
1,지루하지 않고 쉴 틈 없이 즐거웠음
1,닥스 때문에 마블 영화들이 더 좋아졌어요 다음 편 언제나 올는지
1,스파이더맨보다 재밌음
1,존잼존잼 두 번 봐야지 공포영화 뺨치는 스릴 영상미 스토리 넘넘 조음
1,7번 울고 5번 웃고 6번 놀랐다
1,당연하겠지만 1만큼 센세이션 한 느낌은 없었음 호러 영화인지 모르고 봐서 깜짝 놀랐고 음표 나올 때 좀 갑분싸 갑자기 분위기 모차르트였고 그래도 지난 스파이더맨에 비해 상당히 완성도 높게 나온 영화인 듯 개연성도 나쁘지 않은데 모성애 한번 자극으로 바로 돌아오는 게 약간 갑자기 마무리된 느낌은 있음 그리고 쿠키영상이 개빡침 꼭 기다렸다 보세요
1,이거지 대충 사람 많이 보라는 식으로 만든 상추나 유치한 베놈보단 핵이나 음 애니에서만 볼 수 있던 영상을 실제로 영화로 보다니 눈 호강 제대로 했다
1,너무 재밌게 잘 봤습니다 생각했던 것보다 무서운 장면이 있어 보다가 놀랐지만 나름 스릴 넘치고 재밌었어요
1,진짜 난 어벤저스급으로 재밌었다 처음 시작할 때부터 가슴이 웅장해졌다 또 봐야지 미친
1,개인적으로 갑툭튀 좋았고 중간중간 너무 웃겼다 재밌었다
1,갑툭튀 땜에 공포영화인 줄
1,최근 본 마블 영화 중 최고였는데 완다 연기에 그저 무한 박수 살짝 스릴러가 섞이고 마블 영화치고 다크 했지만 순식간에 시간이 가듯 너무 좋았다 완다 
1,후회 없는 닥터 최애
1,재미는 있음 그래도 내 취향은 샘 레이미보다 스콧 에릭슨
1,너무 재미 써요 엘리자베스 올슨 연기 짱
1,마블 애니 what if와 완다 비전을 본 후 닥스 2를 본 사람이라면 낮은 점수를 줄 수 없을 텐데 여자 캡틴 다크 닥스 좀비 완다의 아이들 등 약간의 보러 성은 밌으나 넘넘 재밌게 봤습니다 3도 기대합니다
1,재밌었음 본격적인 멀티버스의 시작
1,멀티버스 영상미나 연기도 좋고 난 진짜 재밌었는데
1,재밌게 봤어요 평점이 앉아서 기대를 안 하고 봤는데 너무 재밌게 봤습니다 평점이 낮은 이유를 모르겠어요 뭘 원한 건지
1,인피니티 워 이후로 가장 재밌는 마블 영화였다
1,재밌네요 새로운 시도인 거 같아요
1,연출이 유치한 구석이 있었지만 전반적으로 구성이 좋았어요 특히 영상미 굿
1,닥터 스트레인지 vs 스칼렛 위치라니 엄청 재밌게 봄
1,이 영화는 멀티버스 이야기가 아니다 멀티버스는 수단일 뿐이고 궁극적인 결론은 닥터 스트레인지의 풀지 못한 마음의 걸림돌을 치유하는 힐링 영화이다 완다는 여기에 피처링을 했을 뿐 진정한 멀티버스는 3편으로 이어지는 어둠의 차원에서의 활약이 될 듯 
1,재미없단 사람들 뭐지 개인적으로 스파이더맨보다 더 재밌었음 특히 연출이 보는 내내 엄청났다 유튜브에서 닥터 스트레인지 보기 전 알고 가야 할 것들 검색해서 보고 가면 훨씬 잘 즐길 수 있어요
1,모든 세계의 너를 사랑해
1,디즈니 플러스에서 완다 비전 로키 왓 이프 꼭 챙겨 보시고 닥터 스트레인지 1편까지 다 보신 다음 보세요 이 영화는 그래야 감동을 받고 감정 이입이 되고 내용을 이해하기 좋습니다 진짜 모르고 보면 히어로들이 너무 많이 나오는데 멀티버스까지 나와버리니 이해하다 스토리고 내용이고 뒤죽박죽될 수 있음
1,사람들 반응이 별로이라 기대를 안 하고 봐서 그런지 되게 재밌게 봤어요
1,갑작 놀라는 장면이 있었지만 너무 재밌어요 이거 보고 마블에 푹 빠진 거 같아요
1,어렵긴 했는데 새 장르 유니버스를 접한 것만으로도 의미가 있었어요
1,끝나자마자 또 봐야겠다는 생각 듦
1,오랜만에 눈 호강한 영화
1,그냥 지렸다 샘 레이미 감독의 특유의 연출 싫다고 하는 분 많은데 나는 좋았음
1,새벽의 황당한 저주 감독이 만든 마블 영화
1,완다가 느끼는 감정
1,올해 본 영화 중 제일 재밌음
1,완다가 얼마나 센지 보여준 영화인 듯
1,엄청 재밌게 잘 봤어요 아주 살짝 아쉬운 건 마법사들이 장풍을 너무 많이 쏴서 좀 껄적지근 하고만요 
1,진짜 오래간만에 리뷰 그냥 마블 시리즈 중 역대급
1,마블 영화 스토리를 이어가되 공포를 가미한 새로운 스타일이라 신선하고 지루하지 않았다 공포영화감독을 데려온 게 신의 한 수였다 다음 영화가 너무너무 기대된다
1,앞으로가 기대되는 멀티버스의 시작
1,처음부터 끝까지 눈을 뗄 수 없을 정도로 잘 짜여있었음 멀티버스라는 개념이 처음 나온 영화는 아니지만 멀티버스라는 커다란 현상에 직접적인 영향을 받은 영화로서의 시작을 스파이더맨 노 웨이 홈에서 잘 이어 받은 것 같다 하지만 아쉬운 점이 있다면 영화가 아닌 드라마와 직접적인 연관이 있는 스토리텔링이라는 점 완다 비전 로키 등의 아름다웠고 멋졌지만 뜬금없는 전투 방식 별점 어벤저스 엔드게임 9 9 10스파이더맨 노 웨이 홈 9 5 10닥터 스트레인지 대혼돈의 멀티버스 9 0 10
1,팬층 평균 연령대가 계속 높아지는데 이 정도는 해 줘야 볼 맛이 나지 유치하지 않고 자극적이어서 너무 재밌게 봤습니다 꼭 아이맥스로 보세요
1,닥터 스트레인지 1 안본 사람이에요 그렇지만 재밌게 봤어요 중간중간 깜짝 놀라는 것도 있고 너무 재밌었어요 최근에 본 히어로물 중에 젤 재밌네요
1,마블 좋아요 다음 마블이 기대됩니다 
1,완다의 매력에 퐁당 빠져버림 
1,너무 쫄깃하게 잘 봤어요 너무 재밌었어요 
1,재미있었어요 즐겁고 행복한 시간이었습니다
1,역시 마블이라고 말할 수 있었던 영화 
1,미트 더 스파르탄 이후로 처음으로 깔깔대면서 본 재밌는 패러디 영화였습니다 옥에 티를 꼽자면 아이들이 닌텐도 스위치를 들고 있던데 티브이에는 백설공주가 나오고 있던 거뿐입니다 닥터 스트레인지가 사용한 스웨인 궁은 아주 인상적이었습니다
1,오이 연기 최고 
1,완다가 자멸하는 게 좀 슬펐음
1,마블을 하나도 빠짐없이 정주행 한 사람이라면 재미없을 수가 없다
1,닥터 스트레인지는 항상 시각적으로 즐거워요
1,재미있었습니다 근데 완다 비전을 안 봐서 이해 안 가는 부분도 있었음
1,재미있어요 진짜 한 번보다 두 번 보면 더욱 재밌는 영화 어렵다고 느껴지시면 한 번 더 관람 추천드려요
1,왜 7점인지 이해가 안 감
1,진짜 바로 다시 보고 싶은 영화 2D인데 4D 같은 음향
1,너무너무 재밌게 봤어요 마블 영화 중에서도 재밌는 편이라고 생각해요 스토리도 탄탄하고 완다는 너무 마음 아프고 
1,완다 너무 짠함 오은영 선생님 붙여줬어야 했음 베니의 연기력으로 완성된 영화인 듯
1,어딘가 구려서 완벽한 닥스다 어긋난 듯 이상한 포인트 그게 바로 닥스다 연출은 두말할 것 없이 좋았으면 낮은 평점은 무슨 기대를 하고 갔는지는 알겠지만 평론가가 아니라면 평점 거르고 줏대 있게 직접 보고 판단하세요
1,역시 마블은 믿고 보는 거야
1,재밋킄데구구수로 퍼 
1,평점 보고 재미없을 줄 알았는데 개 꿀 잼임 참고로 완다 비전 요약본 꼭 보고 봐야 재미있음
1,좋은 연출 많은 감동 좋은 교훈들
1,완다 비전 안 본 사람이 테러한 거 같은데 마블 팬이면 시간 가는 줄 모르고 재밌게 볼 거라 생각합니다 꿀 잼이에요 평점 낮아서 기대 안 하고 봤는데 기대해도 꿀 잼
1,재밌었습니다 쿠키 두 개고요 두 번째가 대박이니까 꼭 보세요 읍읍 
1,재밌었음 평점이 생각보다 너무 안 좋아서 걱정했는데 기대만큼은 아니지만 존잼
1,그냥 여자친구랑 봐서 좋았음
1,완다 비전 본 사람들은 알 거다 늘 사랑으로 키울게 이 장면에서 울컥
1,샘 레이미 명성은 익히 들었지만 진짜 호러로 만들어 버렸네 그래도 마블인데 하고 봤다가 생각보다 무서워서 놀랐다
1,인생 최고의 영화 역대 마블 중 최고의 영화 자기 전에 보는 최고의 영화 
1,디즈니 플러스의 마블 드라마를 모두 보고 봐서인지 스토리 이해에 지장이 없었지만 하나도 안본 남편은 무슨 내용인지 어려워 하 더군요 다른 거 다 떠나서 마블에서 볼 수 없던 호러 스탈이 너무 극화 보는 동안엔 이게 뭐지 했는데 보고 나니 또 보고 싶네요 호불호가 많이 갈릴 거 같아요
1,후기는 한편의 공포영화를 보고 나온 느낌 쿠키영상은 2개입니다 마지막 쿠키 대박
1,액션보다는 장르 마블보다는 샘 레이미
1,긴 베니 씨 닥스 씨 멋있어요 근데 장르가 하나 더 있네요 호러 깜놀
1,재밌어요 배우들 연기 짱
1,good goodgood
1,완다를 아주 좋아해서 완다나 오는 거 다 보고 갔는데 기대했던 대로 스칼렛 위치의 능력이 뭔지 제대로 보여줌 역시 완다 비전에 나왔던 대로 완다의 능력은 소서러 슈프림이나 닥터 스트레인지보다 뛰어남 결말에 아메리카 차베스가 완다를 힘으로 쓰러뜨린 게 아니고 감동을 줘서 스스로 계획을 포기하게 만든 거니까 확실히 완다가 마음이 동요하지 않았다면 닥터 스트레인지든 아메리카 차베스든 다 쓸어 버렸을 거임 닥스는 완다에게 졌고 아메리카는 전투능력이 뛰어난 게 아니고 멀티버스 이동 능력을 가지고 있는 거니까 둘 다 애초에 스칼렛 위치에게 안됐음 그나저나 우리 완다는 영화 끝부분에 어떻게 된 건지 제발 완다가 살았길 바라면서 마무리하겠음 아 그리고 영화는 아주 재밌으니까 꼭 보길 바람 두 번째 쿠키는 진짜 역대급이니 꼭 봐야 됨
1,재밌는데 왜 점수가 이렇지 
1,기대 없이 봐서 그런가 너무너무 재밌게 봤어요 개인적으론 스파이더맨보다 훨씬 재밌는데 평점 낮은 게 이해 안 되네요 다중우주 내용도 흥미로웠고 약간의 공포도 있어서 긴장감 있게 잘 봤습니다 
1,한국 영화사 측에서 재미없다고 별 네 하는 듯 충분히 재밌음
1,공포스러움이 있긴 하지만 마블은 마블이네요 재밌게 봤습니다
1,최근에 봤던 영화들은 중간에 시계를 들여다봤는데 오랜만에 시간 가는 줄 모르고 재미있게 봤다 다만 솔직히 연령 15세랑 장르에 스릴러 넣는 게 더 어울릴 듯
1,완다 비전을 못 본 사람들은 어려울 수도 있어요 멀티버스에 대한 이해도가 높으면 나름 재밌는 영화입니다 
1,완다가 닥스 개비름
1,완다의 슬픔이 잘 전해져서 좋았어요 완다 비전 요약이라도 보시고 영화 보세요
1,닥스 2 가볍게 천만 가보자고
1,진짜 혼돈 이것이 혼돈이지 재밌었고 닥스 연기가 너무 좋았음 완다 비전 꼭 보고 가세요 그리고 스크린 x로 보시길 어지럽고 존잼 공포적인 부분은 좀 잔인해서 별로였음 멀티버스가 설명과 내용이 길어도 될 것 같음
1,마블 시리즈 관심 없었는데 닥터 스트레인지 본 이후로 정주행 중
1,기존 마블 시리즈의 재미에 샘 레이미 감독의 개성 있는 연출이 더해진다고 해서 기대하고 방문했습니다 정말 기대만큼이나 독특하고 개성 있는 영화였어요 중간에 좀 무서운 징그러운 장면이 있긴 했는데 전 볼만했던 거 같아요 믿고 보는 마블의 화려한 스케일에 독특한 소재까지 기억에 오래 각인될만한 영화였습니다 
1,평점이 좋지 않아 정말 기대를 안 했는데 미 치 다 찢었다 아니 한시도 쉴 틈 없이 너무 재밌는데요 0 0 가능하시다면 꼭 아이맥스로 보시기를 추천드려요 저는 N 열에서 봤는데 WOW 짝짝짝 말이 안 나올 정도 완다 비전 왓 이프 로키를 먼저 보시기를 추천합니다 전 너무 재밌게 잘 봤어요 
1,결말이 좀 별로이기도 하고 허무해서 아쉬웠지만 개인적으로 완다 비전 팬으로서 재미있었음 
1,볼거리가 많은 영화였어요 전 재밌게 봤네요 
1,저 이거 두 번 봤어요 존잼
1,짱입니다 닥터 스트레인지 정말 재밌어요
1,믿고 보는 마블 아이맥스로 한 번 더 봐야겠네요 
1,생각보다 더 재밌었음 긴장감과 공포 bb
1,너무 재밌게 봤어요 화려한 영상은 역시 굿 
1,완다 비전 로키 이런 거 본 사람들은 이해하기 쉬웠고 생각보다 재밌음
1,내가 본 마블 중에 엔드게임 다음으로 재미있는 영화
1,이게 재미없다 영화 보지 마라
1,나는 여태 본 마블 영화 중 제일 재밌게 보았다 그리고 영화가 끝난 뒤 드는 생각 내가 지금껏 꾸었던 꿈들이 다른 우주에 사는 내가 지금 겪고 있는 일들일까 
